,business_id,city,is_open,latitude,longitude,postal_code,state
32276,Ri3tujeSjfxRP-LB2wcotQ,Boston,1,42.3608419653,-71.0180135227,02128,MA
32277,CeuUh0DER9_VaOIqHP4Srw,Kissimmee,1,28.148157,-81.452229,34759,FL
32278,ynlA-Har_S-29MVHnXLv_Q,Orlando,0,28.36742,-81.501885,32821,FL
32282,DaG5iyF_abhHTHboVpwXRw,Salem,0,42.5223687,-70.8931595,01970,MA
32288,4-Tp4hstdC5XVvO4otGkuA,Boston,1,42.3466991631,-71.0694792474,02116,MA
32289,8Al9TIUBUtj55RwhjA0Axw,Atlanta,0,33.8145427734,-84.3107338307,30329,GA
32290,BpONkhpN5zRmgaxmEki5_g,Vancouver,1,45.6271576658,-122.6761364279,98660,WA
32292,mBkzlDsYC_7gkJK6ilgCRQ,Portland,0,45.5170897284,-122.6603842708,97214,OR
32296,rLz_q8cY5NXVYPA7_QXJRQ,Boulder,1,40.0580512,-105.2814277,80304,CO
32297,9jStwuAp2D0gdMFe6FNrTw,Allston,1,42.3548519,-71.1324666,02134,MA
32300,nfZLdMmcqPbmSooutrc9yQ,Boston,1,42.338227,-71.0989705,02115,MA
32317,M8f-9hj8lPWOIjTMwBqs0A,Austin,1,30.3632364004,-97.7285520711,78757,TX
32321,_jYPGwfgr2c9o41-o4hRNw,Dedham,1,42.2320161,-71.1772387,02026,MA
32327,OFVJtGkzHgYB6xr4cV89Rg,Richmond,0,49.1654321,-123.1361302,V6Y 2C1,BC
32330,zG66m18cr432d65RljUwjA,Quincy,0,42.2456905246,-71.0004128516,02169,MA
32343,7SLWOYHxebNCsQyq0PG5Nw,Longwood,1,28.6988929,-81.3597492,32750,FL
32348,s3EDVNmqF6l2zxb1rzKhAw,Hillsboro,1,45.533158,-122.871345,97124,OR
32349,qASVVDOsFCf77mXZDSrJig,Portland,1,45.5397988673,-122.7002240189,97210,OR
32350,nV6nLxww8P3xAshYZmalZA,Vancouver,1,49.2717096,-123.0697506,V5L 3X8,BC
32356,6Irx6wFVgezjWqKy4TgEPA,Everett,1,42.4110579,-71.0458071,02149,MA
32358,jShI8JsQRz4z76MRf80yXA,Newton,0,42.3187649,-71.1759039,02467,MA
32359,d3sHA-S5RMkDzkKlEFrmLQ,Surrey,1,49.1896084199,-122.8478718549,V3T 4C3,BC
32362,3goyBh6jfOS19r0jMjE0vQ,Austin,1,30.3909740208,-97.7485880098,78759,TX
32367,tZD1VQwvm5tBHJTWkqezwg,Orlando,0,28.4921469,-81.4914685,32819,FL
32372,wLgCnQHiGmYKMRk_ZhxJ0A,Vancouver,1,49.2828319,-123.0919338,V6A 1G9,BC
32373,H5MZLuVmVYeKfgJRJZFQgQ,Columbus,0,39.972478,-83.004419,43215,OH
32379,O8P5wnK71ktqsFUKJc7ivw,Clackamas,0,45.4083595,-122.5697021,97015,OR
32380,NZSYVXnVNAN4xmC_788Lkw,Portland,1,45.5038223267,-122.5343780518,97236,OR
32384,zWRXq7vYb1cDsQNbf74zyg,Vancouver,1,49.2790633811,-123.123537719,V6Z 1L4,BC
32387,T3wYK7OR1w05TUSQ1mdgbw,Atlanta,0,33.839486,-84.377095,30305,GA
32391,sGVFxYyrqJBNbNDB3ybFFg,Newton,0,42.349595,-71.2250448,02459,MA
32393,rVuC98hyTNLaxtr5Y8rH9A,Vancouver,1,49.2759433,-123.1216372,V6B 5P6,BC
32398,jQ07rXZh4FiDuRRSiWUONg,Boulder,0,40.02137,-105.265528,80302,CO
32400,W7hYlvITxbwyBCshqPi9Yw,Boston,0,42.3371307,-71.0482701,02127,MA
32402,ZcVWoiXWQ3vUCPI4RdsfRw,Vancouver,1,49.2810297,-123.060808,V5L 1V2,BC
32405,hwWKfsRoMSDw5GMaZq-gMg,Boston,0,42.3496357,-71.0700958,02116,MA
32409,ZvjYhwJSDqJ9lhthYip6Vg,Lake Mary,1,28.754386,-81.345985,32746,FL
32412,EwS3MGPaDLeygcBInrZRlw,Richmond,1,49.1941427,-123.0796165,V6V 2G8,BC
32420,0PhIcyf4w2ZgESuMdN6Ebw,Brighton,0,42.3410625,-71.1468213,02135,MA
32428,bdQy_lmXmzb_yoaE3qvQqw,Vancouver,1,45.615849,-122.4932303,98683,WA
32431,8ootJk9LVuPERkeNmUQvgA,Winter Park,0,28.596736,-81.364799,32789,FL
32432,jtwv-t7dH_2d83-LgvaLtQ,Burnaby,1,49.2264366247,-122.9981593155,V5H,BC
32441,kg1StEQv8hdkWZfOmYf-CQ,Decatur,1,33.7611324,-84.2479237,30032,GA
32446,1YFG_TcX0x5XmzlVyR8mnA,Austin,0,30.2955044,-97.7417585,78705,TX
32449,mdkkte0u_Kv3FiH4IEsSIQ,Portland,1,45.5124882878,-122.6756390204,97201,OR
32451,0dIF4OMuWzq1ltvBVb-WeQ,Austin,1,30.24723,-97.75084,78704,TX
32452,3y2ht7thlPwucO-vELF6xA,Weymouth,0,42.202203,-70.956453,02188,MA
32458,ONer1ZcYreHygbPtIqUTfA,Orlando,1,28.5677439,-81.3261987,32814,FL
32459,7Nd6TCa1D85HHp-QlLL2Og,Burnaby,1,49.228931161,-123.0051743612,V5H 2A9,BC
32466,bwjRxdlGO4M1WLORZTvsWg,Orlando,1,28.562331,-81.129651,32820,FL
32474,MM_ORNTcKobObqgsmApqcQ,Melrose,1,42.4552536,-71.0649819,02176,MA
32478,JlNubuRovC-QIgRMdKk44Q,Austin,1,30.2564101,-97.723271,78702,TX
32479,A8A9qhSztrqB6TFKjnq-hA,Kissimmee,1,28.3336308,-81.5142529,34746,FL
32486,TBFWfpE-6INPQ9xd9dhVRg,Tigard,1,45.443428,-122.803311,97223,OR
32493,zdlw6aHL9o-LojDY79OLyA,Titusville,1,28.6146009,-80.8378189,32796,FL
32495,ENaidpSGfhT4QYbi4_2PUA,Portland,0,45.5772207,-122.6753287,97217,OR
32506,ZtDJAwu5U3gmx-LVRbsutA,Austin,1,30.2188545574,-97.7573578432,78704,TX
32507,-LUU068V-C0A0qeptf4Dtg,Winter Garden,1,28.551525,-81.5854101,34787,FL
32508,UloUllm-0BEhIvjcYHAk9Q,Kissimmee,1,28.344246,-81.486956,34746,FL
32509,9VHxc5UlFS1VMVh1UTXqew,Orlando,1,28.5472187,-81.3621271,32803,FL
32511,WIFUDKUfeaF00WHN90HF8w,Atlanta,1,33.8444626,-84.371161,30305,GA
32515,uTLMc2oGsWzITyKULF1lRA,Vancouver,1,49.2857786,-123.1221398,V6E 0B6,BC
32519,HXWf_XzwsWenZH6M4hhzMQ,Richmond,1,49.1340694,-123.1691498,V7E 2K5,BC
32522,6uNsbJ-4uIKHXKxfR0hacw,Burnaby,1,49.2806737,-123.0028277,V5C 5G4,BC
32551,_gMudADHrACVPC9rnnmuzg,Cambridge,0,42.3735948,-71.1208221,02138,MA
32554,kd5Lnqdd-AqPnJoMMlz6mw,Vancouver,1,49.2715348,-123.069451,V5L 3X9,BC
32556,1EdWZWebate-u52mEhb2jw,Cambridge,0,42.3621795803,-71.0850468419,02142,MA
32558,watUGcLJOKBOFJatfB9f3A,Atlanta,0,33.758484,-84.390079,30303,GA
32563,57yYoygxM0IQgllQbphF8A,Richmond,1,49.175613,-123.132179,V6X 2X9,BC
32568,EJIg8XYXY5fhjjVYDS2IPQ,Chamblee,1,33.8971324383,-84.3025919131,30341,GA
32570,QULtBozOMSBwu-J2q4SLPA,Kissimmee,0,28.261527,-81.4331739,34746,FL
32582,_uSSJNb470x5ULzQWhGskA,Belmont,0,42.3813866809,-71.1746486509,02478,MA
32595,NgKMnulvGEHr9Fz1pX5lJQ,Winter Park,1,28.6364471,-81.3599408,32789,FL
32596,AqhVJtLhFAUTvw26le1ikA,Atlanta,1,33.6408688797,-84.44259843,30320,GA
32605,jJ1ecSluTUZO6rm-zsDrRg,Atlanta,1,33.774037,-84.389226,30308,GA
32607,U5qYTzxrA2uhKLtD-3PX5g,Vancouver,1,49.2640001,-123.1733634,V6K 2H1,BC
32608,hGCkq8fqTah47-x_7-77bQ,Atlanta,0,33.7561235487,-84.3894834695,30303,GA
32612,TnAVGFHNXKRGaVaMR756vQ,Portland,1,45.5501766,-122.6663723,97227,OR
32619,bNHC09MRHjC5PyRx5b5_og,Burnaby,1,49.2653859246,-123.0043730512,V5C 5Y1,BC
32620,quTqakJ9r_oV1ppNnmnchA,Oregon City,0,45.3576487,-122.6080304,97045,OR
32623,coBZtFWfk1wYK4swta9DNQ,Doraville,1,33.896397,-84.285358,30340,GA
32626,goB7wK1XgJFLXJo4Kmx-pw,Burnaby,1,49.2195414589,-122.9566285194,V5E 0A6,BC
32627,BzQCxJG9qOIoXwDMDLJyCw,Burnaby,1,49.2237644469,-122.9886223827,V5H 2G1,BC
32631,2i54A36X6ORZNY1dOJqOEg,Orlando,1,28.455823,-81.468266,32819,FL
32632,gYMzNlDMnwJj5vsEX_NosA,Boston,1,42.3474142084,-71.1062359254,02215,MA
32635,HyAzD1a0MmXga-GYaTpQtA,Austin,1,30.2621200841,-97.7245198935,78702,TX
32636,ClKtrr9LUlmg0rKvMGEOZA,Portland,1,45.559299,-122.654318,97211,OR
32641,tgbCzuxgSuN01DZ03lSdFg,Atlanta,1,33.7544877,-84.3719889,30312,GA
32646,i0FDBMjDgDevYLvzmHd8Eg,Portland,0,45.5090455,-122.6739002,97201,OR
32648,zaiO47nNPMgHJzK-8oOHjQ,Vancouver,0,49.2821792,-123.1028313,V6A 1K2,BC
32650,cIwb63lruUYo4u0r8kDfUw,Portland,0,45.5238727,-122.6598391,97232,OR
32654,q9V1v3LMZkgf0_DO1JEfZg,Kissimmee,0,28.334176,-81.482348,34746,FL
32656,B5Argnh7XDyvoXaNvWuRPA,Atlanta,0,33.842526,-84.383196,30305,GA
32662,WtsaaCrSK5C0kSGIJYHlig,Columbus,1,40.0230721,-83.0139392,43202,OH
32663,11Ta1IIebIUc0kRfvr9XkQ,Sanford,1,28.7848923,-81.2691116,32773,FL
32668,YzAMRzjz_2hDLlBgFbTcGg,Columbus,1,39.9917749617,-83.0400560442,43212,OH
32681,KIVDdl_kgQVK5DylHTVynQ,Vancouver,0,49.2632653,-123.126432,V5Z 1K7,BC
32684,DXH3tGl4g5gHtQmWEgIZ5g,Orlando,1,28.6209653,-81.4428843,32810,FL
32685,krAXNOhOG0ytr7FBtF2dtA,Austin,0,30.1556294144,-97.7926939353,78748,TX
32686,CkWEtj4Y8sG-U9x2eoejvw,Atlanta,1,33.838711,-84.376879,30305,GA
32690,f9fdZzlXw64nnjNfAas6iQ,Burlington,0,42.487009,-71.224538,01803,MA
32693,IEKTPtdVPycR-dsNcsbwwQ,Canton,1,42.1401052818,-71.1491818133,02021,MA
32696,rjfqFfAj5Yam5WsttKV61w,Vancouver,1,49.280817,-123.0459715,V5K 5C5,BC
32702,HB62I46vaOXPxLrNccQTpg,Vancouver,1,49.247824,-123.1854975,V6S 1R1,BC
32703,0AQDpwxlOA2HzC6vU-jilw,Portland,0,45.5242267,-122.6807646,97209,OR
32705,c70Tjt2DHSD8HiMxlzZdlQ,Roslindale,1,42.286356,-71.1304154,02131,MA
32706,RqAQTfu9qUrcJgV-jpdLDw,Portland,1,45.5544109103,-122.6757703022,97217,OR
32709,sA2gVTJOBH7Qk32p48ENdQ,Boston,1,42.3511906,-71.0777142,02116,MA
32712,ECp0NDRjSQwsO1i1BEztpQ,Vancouver,1,49.2638869,-123.140205,V6J 1W6,BC
32716,GtlDQ8GG8ykG1ion3hD92w,Kyle,1,30.0127452517,-97.8907751147,78640,TX
32717,tx5ONFu2zj71JpKwOBYJnQ,Atlanta,1,33.837232,-84.3097577,30329,GA
32721,hug4QV-cEB6grXlPY2SBCA,Austin,1,30.3612785779,-97.71563375,78758,TX
32724,UExp6ewvtYnEC4W9rUopxg,Atlanta,1,33.7768671187,-84.3525872551,30306,GA
32727,M2uvH0j5rIAXxQyHOxY6rA,Westerville,0,40.106978,-82.924315,43081,OH
32728,ZfApBMdFuAzSAxlRtDmPwA,Orlando,0,28.523525,-81.345362,32806,FL
32730,hGBwQ-w4kpMU-hHiiXozwA,Kissimmee,0,28.304956699999998,-81.4489098,34741,FL
32736,WRBvHrDHTJXMvehfgnpcQQ,Vancouver,1,49.2810568,-123.1327804,V6E 1N1,BC
32741,LyUTUHN8LCF_RXxoiCliIg,Portland,0,45.5270743,-122.68329,97209,OR
32744,utP6xr4j6mXEw4VuB16hZw,Portland,1,45.5285595,-122.6732704,97209,OR
32746,C6PPNxqD2Y1nDdtWRPa0Lg,Reading,1,42.5234,-71.10275,01867,MA
32747,SiLcVxFuRisx3HTL_8gn2Q,Kissimmee,1,28.3380674079,-81.556367,34747,FL
32752,bYv9sjROwJW8R0EMMhRrdg,Portland,1,45.4511532,-122.5773033,97086,OR
32754,fAdS5tOUmOkasX0tPvvClA,Austin,1,30.315215,-97.705066,78723,TX
32758,DYwMyI3YGyLSiJAkF7LArA,Peabody,1,42.5233559,-70.9206154,01960,MA
32765,8cTZLGk9-dObyzaB6J0Dvw,Columbus,1,40.0594459,-82.8641254,43230,OH
32767,gMhecXcVrW0Wmd1KJlFg7Q,New Westminster,1,49.18619481,-122.95631791,V3M 7A3,BC
32771,puse310xumoKI0WMHNXnRA,Austin,1,30.3211689,-97.7395055,78756,TX
32772,NR-CkQYadMK_DuxewllOpg,Columbus,1,39.9170369,-82.9138066,43232,OH
32782,nugzC65OnycPrOvj0-L4QA,Chelsea,1,42.3925781,-71.0348961,02150,MA
32789,kQPplic4-XxqvpJoXPRDlQ,Portland,0,45.5240833,-122.6716698,97209,OR
32792,1Du4gHU2meqi1bzY7ynHwg,Lynn,1,42.4555049164,-70.9595554322,01905,MA
32798,Xf-o5-B82Fks531OaGBeyw,Brookline,0,42.3456803144,-71.1272705477,02446,MA
32804,rMH6RDk9s9Iyj_tttJ94MA,Portland,0,45.5267845,-122.6369366,97232,OR
32807,4zC_V7zhTnmvWfzbnxABWw,Lake Oswego,1,45.3973848,-122.7441208,97035,OR
32811,FTtelQvsvYfztCgWx9jySA,Vancouver,0,49.2760777,-123.0696713,V5L 3W8,BC
32814,iMtUsHOqitE6Aau59K_XRg,Vancouver,1,49.2795794103,-123.1238175184,V6Z 1A8,BC
32817,UeDO65W7sfput6UsMF6G8w,Orlando,0,28.5379805041,-81.1489677429,32828,FL
32818,cZmnKz8AnTVoDLTGbpK_yQ,Atlanta,1,33.7681665,-84.3605306,30306,GA
32823,F5LMRy89wY6QiALMqTZDOA,Chamblee,1,33.885861,-84.287768,30341,GA
32825,-3IqRwpj-iTz1nQWCdfHnw,Orlando,1,28.5683530965,-81.2252667682,32817,FL
32828,2L-mRprCql8IgL3Q0B2dBg,Orlando,1,28.552931,-81.355804,32803,FL
32836,VoqLoKuZl-lBrQVCNtXM9A,Portland,0,45.5223418,-122.6730556,97204,OR
32838,pW9rfpQJwXeFXnkFtfl7iw,Vancouver,0,49.2829639,-123.091901,V6A 4J5,BC
32839,ispOrP2Y4cmVBOEvOSfcBA,Vancouver,1,49.2625169,-123.0924423,V5T 1X4,BC
32848,yzzRH73udTrM_SzlagJJfQ,Winter Park,0,28.602077868,-81.3627679021,32789,FL
32851,ks_j6vq_rrhMuVNGBS-GTQ,Columbus,1,39.982343,-83.151856,43228,OH
32854,wk-bfxnEv7MwUdddn9-1KQ,Austin,1,30.200662483,-97.7637250687,78745,TX
32857,0udgF4hOWAoQkAQc79BnNA,Quincy,1,42.249308154,-71.0023842752,02169,MA
32858,sP_nvEi9Ds4HHprW7Qh6ig,Deltona,1,28.924273,-81.187565,32738,FL
32861,FospS26akDmUZ2_WyWnCng,Apopka,0,28.6872313,-81.5096538,32712,FL
32863,bhGx61aGFzZ5k9ICKfjKbg,Roslindale,0,42.2863917,-71.1290903,02131,MA
32866,VMfSOF-ZqnNBYIoRUqUY3A,Austin,1,30.4344673928,-97.7714413998,78750,TX
32870,0pJE-7yWnB-ADvp3kvacjw,West Roxbury,1,42.2940177,-71.1368129,02132,MA
32871,E2DEVbcLAmUpVGpzGF7hwA,Portland,1,45.539346,-122.674631,97227,OR
32874,FFM3HZMDZIpHbcmHUri_SA,Atlanta,1,33.8848262008,-84.3150252222,30341,GA
32875,BiagqSINoC8h1GSvHzZhZw,Malden,1,42.4244993,-71.0679346,02148,MA
32879,d5fNA093GOD5NpII4OENuQ,Woburn,1,42.4783848,-71.1511405,01801,MA
32884,vPxMZ_kXm8aPYAzw5f7_Ow,Vancouver,1,49.2808579,-123.0633046,V5L 1T8,BC
32892,zKjOvqBtaBuznCL748mwCg,Kissimmee,1,28.318719,-81.340935,34744,FL
32906,sCnBMDJmjh0oCEFfzhp-ZA,Cambridge,1,42.3717800512,-71.0795400292,02141,MA
32907,vGZTS_RIhystlK4hdsX7Vg,Decatur,1,33.7757480326,-84.292887142,30036,GA
32909,VjjkL4WylYqM1VAPOYlJ_Q,Braintree,1,42.221812,-71.02299,02184,MA
32912,PPeGDVRdNihbezcaot0Q1Q,Portland,1,45.511084,-122.6743273,97201,OR
32921,vAbsbtE1moiqvvEbwji38A,Portland,1,45.5541934,-122.8359723,97229,OR
32925,jXnMy7-VQ7eqRBtjXAacuQ,Portland,1,45.5017514,-122.6590969,97202,OR
32928,hAS_kA4noDnabgeHUebdDw,Sandy Springs,0,33.927512899999996,-84.3784961,30328,GA
32933,6x-F479iB8AH6ngt94hlEA,Somerville,1,42.392549,-71.083194,02145,MA
32934,J7g3KZtSgULwZUHRz4mMmw,Portland,1,45.5119666,-122.6318064,97214,OR
32935,CvrXlpY5vTS7g8CXbPKSNQ,Sunbury,1,40.2660848,-82.9321518,43074,OH
32937,sEk5EGYcpclqFAvRUburGg,Orlando,1,28.5724015586,-81.3893447131,32804,FL
32942,oUSW_l7L3RIPEe8pu7I9Vg,Orlando,0,28.5658202,-81.2040262,32826,FL
32948,A9gS3ntonlMUk2aMxlCQLw,Everett,0,42.4139563,-71.0638903,02149,MA
32952,NHFv0gZaUUyvalkvaZrh9w,Orlando,1,28.467136,-81.308563,32822,FL
32956,hB0M10O3yB5qBjzKGHhBSw,Woburn,1,42.4804714,-71.1515461,01801,MA
32980,6Gxs1T1lJJ1PlMWZIcEw_g,Austin,1,30.306147,-97.744355,78705,TX
32986,DhLsgxx5A7gZ8vAQ4EjkQw,Altamonte Springs,1,28.6681728,-81.4181476,32714,FL
32989,wA3UsWEEQcF2yXW_s-L6ZA,Atlanta,1,33.8190947349,-84.46142748,30318,GA
33011,SFDEM4EU8fYAAaFe3OHkng,Vancouver,0,49.2896213,-123.1380437,V6G 2M1,BC
33019,-gdR559hH89jagbHzZb10w,Boston,1,42.3104844,-71.1065318,02130,MA
33020,a6lc49UnB9EknYRbBXu2Dw,Decatur,0,33.759067,-84.303207,30030,GA
33021,g_cUJ05VX557tB8ItfIJDA,Richmond,1,49.166421,-123.136767,V6Y 2B6,BC
33027,xykieospFdVZE-UjqHxjTw,Vancouver,0,49.2802797,-123.1009315,V6A 1T3,BC
33030,NuW-R4filI1fzmdwTVCa_A,Atlanta,1,33.8167904822,-84.3152915,30329,GA
33033,2900kMWafWnq6BfNqIEPlQ,Vancouver,1,49.2809742,-123.0240046,V5K,BC
33034,SCVXxvKagwgNXmgWvt-Bkw,Vancouver,1,49.2425612,-123.1704188,V6L 2R7,BC
33037,HBdmCfNhIwUYyXI2UppVpA,Austin,1,30.39994,-97.723378,78758,TX
33042,EkYQgWOYrM52rMyfrEMczQ,Boston,0,42.346223,-71.080838,02116,MA
33045,0MOun84GpUksmhSExTAOhg,Smyrna,0,33.8841179749,-84.5153109261,30080,GA
33048,uV0N049zQmA_PUnbIK3oyg,Orlando,1,28.4493248719,-81.4836440478,32819,FL
33050,DHcmcPq5oUxAyGjDyEHw7Q,Austin,1,30.214921,-97.753027,78745,TX
33052,K_H_B3pnOrFywL0NlrJ30A,Surrey,1,49.1913672838,-122.8083230183,V3R 1M8,BC
33061,Tzc_4P5G3CvnTE2q844_yQ,Happy Valley,1,45.4579743745,-122.5803975717,97086,OR
33063,Uyq0gUUTjAa3ED24XC8Fqw,Atlanta,1,33.813493,-84.4689258,30318,GA
33069,CWDbvfGEY2cKfDqTF36XuA,Cambridge,1,42.3650219,-71.102661,02139,MA
33072,XgOcemy8NPoxwi4LBOrqfw,Vancouver,1,49.2638609,-123.1659228,V6K 2G3,BC
33073,dCIl_oSXURoo9w9IQ-eIuw,Vancouver,0,49.275502,-123.1220162,V6B 5P6,BC
33074,SsqxHuFV-kqoT9SwFBINVQ,Atlanta,1,33.6530043718,-84.4000817712,30354,GA
33078,AZE7MSz20mzB5eg2tAG5jg,Atlanta,1,33.7817694,-84.3799864,30309,GA
33080,LMXGEHzOvH0O3tlO_OK9Uw,Vancouver,0,49.2827304,-123.0858102,V6A 1H8,BC
33082,bsjyXlPMSPHFLKf89mTvbw,Atlanta,1,33.7825675,-84.3803896,30309,GA
33085,Gx4O6qbNCZwvfkkQ8aryXQ,Atlanta,1,33.786584,-84.385196,30309,GA
33094,quUZWkl9zTCryliPr665ng,Tualatin,1,45.3829540494,-122.7603275701,97062,OR
33097,_bmZ-4bageGmh4gsvaeeOA,Concord,1,42.4557241,-71.357442,01742,MA
33105,7V2_ajvHw663gTU0RSqsZg,Cambridge,1,42.363889,-71.0878301388,02142,MA
33106,owr-9mo1LluvAVA6nC6fRg,Swampscott,1,42.4827922,-70.9045227,01907,MA
33111,DlAr3ziP00dA7ml8EuDgjA,Portland,1,45.527168,-122.6417001,97232,OR
33118,P75qD5YLf-fsTasEcPukDA,Malden,1,42.4331720586,-71.0460306559,02148,MA
33119,FZl835HfmsO_aRR2Cygykg,Winchester,1,42.453588,-71.137206,01890,MA
33122,GboSh_Mvu9fwW0pF5l9vxQ,Portland,0,45.5248271,-122.6814833,97209,OR
33125,N7Crq3DytuvUQ2OyX2YRmQ,Cambridge,0,42.3726047,-71.1192827,02138,MA
33126,2QoLRpnlF_50qFW_mngo3w,Orlando,0,28.5548065412,-81.3767369092,32803,FL
33130,WKFSey2XtXp2O-VB4hazbw,Weymouth,1,42.2092839,-70.9581397,02188,MA
33133,RnWDKV5OOP43X7wlDvyhjg,Burnaby,0,49.2284901,-122.9994134,V5H 2B3,BC
33136,IoHIGoyZipp5fPInCr7DvA,Columbus,1,39.987875,-83.04426,43212,OH
33137,3hZtYNAb7VTT7n-EyEnyEw,Atlanta,0,33.8460660936,-84.3588423729,30326,GA
33139,a3SMwlidgbKE6UytxMfG6w,Austin,1,30.2909015,-97.7216636,78722,TX
33141,-Oul0m6mZofG5gxor27dLg,Everett,1,42.4011577,-71.0701389,02149,MA
33145,8Oz37ge-a_ZgTGpORlutPA,Randolph,1,42.1950888,-71.0610356,02368,MA
33148,oYNjzZpiTseQqL2ClLBedg,Worthington,1,40.1093489017,-82.9992803582,43085,OH
33151,biFSTMqg3Kr5-gKvNiaHUw,Medford,1,42.4179678,-71.1084367,02155,MA
33153,y9DmwlwW1TuEQWv9vfqp8Q,Orlando,1,28.5435001,-81.3682551,32801,FL
33157,vyE6uuzEcB8vl11skeofrQ,Somerville,1,42.3868057,-71.081687,02145,MA
33159,7q_0ZFOzVdVaShWk0zzKcw,Columbus,1,40.000023365,-82.9307354894,43219,OH
33160,vx74FK2GqO_RRHq4ehRbmw,Atlanta,0,33.7465232,-84.3741835,30312,GA
33161,TxyUInLFr5Z1ubTOCYysHQ,Austin,1,30.27439227,-97.79931599,78746,TX
33173,AZknHqEhYFPLgTTEgIfdBA,Woburn,0,42.5084243,-71.1603316,01801,MA
33182,3K13iIrTbHmV-qpvz8C7Ew,Boston,1,42.351061,-71.070099,02116,MA
33188,4L3qlRgUFwjjhfzf8n3mag,Natick,1,42.284128,-71.347515,01760,MA
33195,f7b5MkgBRgh5DBrvqRbNgg,Saugus,1,42.4603163,-70.989624,01906,MA
33196,LhChmjAc0AqsHcYYYtw6Tg,Austin,1,30.4075236058,-97.6978166762,78758,TX
33198,OrM_WT3ZVxUdxdvs4CkeCg,Coquitlam,1,49.2498388,-122.8644568,V3J 7C7,BC
33201,5O1LodpTxkVHuFKhQssJbA,Austin,1,30.4356554,-97.7677744,78729,TX
33206,ZyiNuTf_TNYT5Y2mlcPENQ,West Linn,0,45.3858504113,-122.6408649614,97068,OR
33209,PRlRTWlY3jEYPhuVBE5s0w,Beaverton,1,45.4933688,-122.8061569,97005,OR
33217,oHg9rnluRw03Jj3G87x7uw,Atlanta,1,33.7338528,-84.3498505,30316,GA
33221,ecrZNDFCTnAxc-2XtwBjmA,Forest Park,0,33.6170348446,-84.3966056,30297,GA
33229,5zTNowb8kBWo-4ciZKh5Vg,Columbus,1,39.986501,-83.044816,43212,OH
33230,N_0vTqM-UaNByjTNgnvUFg,Boston,0,42.3482929,-71.0786231,02116,MA
33233,EONoNKeDk97LSh_DI1NINg,Portland,0,45.481712,-122.674516,97239,OR
33248,OvO3eXsrN8muMoHIm7hmxw,Austin,0,30.3563885,-97.7579888,78731,TX
33268,gRJJRHTTcezM4ZY51SJOfQ,Austin,0,30.2648361845,-97.7402540729,78704,TX
33271,_S33qYosNP-x3R8V03TeCQ,Portland,1,45.5219673,-122.6416678,97214,OR
33273,ZxPBO2o849JrHiSIgHF78A,Winter Park,0,28.602176,-81.36229,32789,FL
33275,F4WmGrBAIGStc8gMdx-ivg,Burnaby,1,49.2147281,-122.9876458,V5J 2B6,BC
33281,Cvp_pMf7cdhczhIrHp5N-w,Portland,1,45.547724099999996,-122.6757222,97227,OR
33282,tj79ikGydNyYohnaVNJsOA,Titusville,1,28.6081809,-80.8186708,32796,FL
33284,zkUgoHp4cyCpOyrJKofX6A,Cambridge,1,42.3874328924,-71.1186972562,02140,MA
33292,pnwAtjTzXLXQvFnLCkrC8A,Orlando,0,28.515725,-81.458452,32811,FL
33300,tkf8F4M0s5uo8A2DuWtnHA,Dorchester,0,42.301416,-71.060091,02122,MA
33308,Yf6yz_kKuPAEfWZ4_a1Wzg,Saugus,1,42.481972,-71.022005,01906,MA
33309,24WyyBX62ieu8RQuDfa0og,Vancouver,1,49.2689449,-123.0454708,V5M 4P1,BC
33317,qiNBAyxiugzfL8VpLDhIeQ,Atlanta,1,33.888094,-84.470173,30339,GA
33328,IfK8p0rEkt4_DfelHfJdRQ,Austin,1,30.400224,-97.723241,78758,TX
33329,42nKdSuCsR4F0cr_kd-ryw,Portland,1,45.5580903,-122.6201389,97218,OR
33331,p2bQlKdf5X2Q3XHr4uzgzg,Vancouver,0,49.2453816,-123.1854596,V6S 2G7,BC
33334,yIFspwaxDkZlnaPOQhegYQ,Burlington,1,42.4822898,-71.2135439,01803,MA
33338,kVLGyD73KHjrgYMVSa_4Bw,Vancouver,0,49.286879,-123.141935,V6G 2N2,BC
33346,8hGvAFOswW9f-uiWULlcxg,Austin,1,30.417351,-97.6998962373,78727,TX
33349,gZ1KWDAaQPlKgOAyDpG4ZQ,Orlando,1,28.4494874,-81.4898126,32819,FL
33350,ilqa3jQKkdFIyJ5wwkGFPg,North Vancouver,1,49.3069193,-123.0173419,V7H 2N8,BC
33352,KSVwY9ptbC7DJqPd7aicUA,Atlanta,1,33.8012432677,-84.4134847458,30318,GA
33356,x-MhzxmJGN0sh76fgIFNMQ,Portland,1,45.531032,-122.698909,97210,OR
33366,ifLA89m_bAu0cyxPN3h52A,Orange City,0,28.9136993,-81.2931515,32763,FL
33368,76k_jQMmft3vyCQgcQDp7A,Boulder,0,40.030796,-105.2583455,80301,CO
33371,Gf7pctJM24zLWN7Uw2RlQA,Sanford,1,28.8050409,-81.3355984,32771,FL
33383,z7v955u6pjehSvjIrhXtcQ,North Vancouver,1,49.317547,-123.110836,V7P 1A9,BC
33385,abziORRHb01DnIhux7p22w,Vancouver,0,45.6345266,-122.6718651,98660,WA
